country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
Ecuador,1970,96,59.21,6.13,6072520,5544774181,Americas,South America
El Salvador,1970,106.7,57.57,6.2,3668592,6955120790,Americas,Central America
Greenland,1970,NA,65.19,3.9,46075,428840230,Americas,Northern America
Grenada,1970,NA,64.62,4.6,94430,NA,Americas,Caribbean
Guatemala,1970,118.2,53.5,6.24,5423384,6816110666,Americas,Central America
Guyana,1970,55.4,60.75,5.07,695561,545601892.3,Americas,South America
Haiti,1970,163.4,47.1,5.76,4708639,NA,Americas,Caribbean
Honduras,1970,102.2,54.68,7.27,2691309,2392072782,Americas,Central America
Jamaica,1970,44.8,70.72,5.48,1873353,6271294160,Americas,Caribbean
Mexico,1970,77.5,61.77,6.72,52029859,180953839268,Americas,Central America
Nicaragua,1970,116.6,59.18,6.89,2398095,3122675612,Americas,Central America
Panama,1970,51.4,66.66,5.17,1519293,4129015842,Americas,Central America
Paraguay,1970,58,69.2,5.74,2474102,1926997660,Americas,South America
Peru,1970,103.4,55.36,6.31,13341071,27370756022,Americas,South America
Puerto Rico,1970,NA,71.35,3.15,2709813,19032753659,Americas,Caribbean
St. Lucia,1970,57.5,62.47,6.1,104162,NA,Americas,Caribbean
St. Vincent and the Grenadines,1970,58.6,64.84,6.01,90457,125061108,Americas,Caribbean
Suriname,1970,NA,64.66,5.65,371268,NA,Americas,South America
Trinidad and Tobago,1970,43.9,65.73,3.55,945996,4480022976,Americas,Caribbean
United States,1970,19.9,70.92,2.46,209485807,3737876871510,Americas,Northern America
Uruguay,1970,48.6,68.88,2.9,2809799,12168941584,Americas,South America
Venezuela,1970,48.1,65.8,5.4,11587758,67317250051,Americas,South America
Antigua and Barbuda,1971,NA,67.56,3.52,66338,NA,Americas,Caribbean
Argentina,1971,58.8,67.32,3.1,24366442,167531106544,Americas,South America
Aruba,1971,NA,69.5,2.79,59438,NA,Americas,Caribbean
Bahamas,1971,26.4,64.85,3.5,173867,2916461764,Americas,Caribbean
Barbados,1971,39.2,66.71,2.95,240038,1539792152,Americas,Caribbean
Belize,1971,67.9,66.21,6.29,124792,148797216,Americas,Central America
Bolivia,1971,141.3,47.86,6.55,4600596,4107111161,Americas,South America
Brazil,1971,100,60.14,4.9,98402200,212676237580,Americas,South America
Canada,1971,17.7,72.91,2.14,21790338,288322748523,Americas,Northern America
Chile,1971,66.7,62.34,3.85,9741579,22984914082,Americas,South America
Colombia,1971,68.1,63.23,5.37,22611988,33635476030,Americas,South America
Costa Rica,1971,57.8,67.86,4.73,1898366,4609774984,Americas,Central America
Cuba,1971,34.5,70.34,3.86,8869961,16796790511,Americas,Caribbean
Dominican Republic,1971,83.7,61.47,5.98,4631114,5868584993,Americas,Caribbean
Ecuador,1971,93.7,59.67,6.01,6248831,5902953506,Americas,South America
El Salvador,1971,104.9,57.85,6.11,3765252,7223467391,Americas,Central America
Greenland,1971,NA,65.01,3.25,47190,484850427.6,Americas,Northern America
Grenada,1971,NA,64.97,4.56,94180,NA,Americas,Caribbean
Guatemala,1971,115.2,54.27,6.22,5577824,7196705549,Americas,Central America
Guyana,1971,55.2,60.92,5.02,703811,562585665.4,Americas,South America
Haiti,1971,160.1,47.45,5.69,4793157,NA,Americas,Caribbean
Honduras,1971,98.7,55.37,7.2,2766444,2487636175,Americas,Central America
Jamaica,1971,43.3,71.06,5.31,1900243,6425447176,Americas,Caribbean
Mexico,1971,75.1,62.25,6.64,53719547,187762168998,Americas,Central America
Nicaragua,1971,114,60.01,6.86,2472656,3225872437,Americas,Central America
Panama,1971,49.5,67.18,5.06,1563113,4527295893,Americas,Central America
Paraguay,1971,57.4,69.49,5.59,2535355,2031863394,Americas,South America
Peru,1971,100.9,56.2,6.19,13704333,28515096192,Americas,South America
Puerto Rico,1971,NA,71.66,3.07,2745952,20238818993,Americas,Caribbean
St. Lucia,1971,52.6,63.04,5.95,105389,NA,Americas,Caribbean
St. Vincent and the Grenadines,1971,59.6,65.16,5.83,91440,128772965.6,Americas,Caribbean
Suriname,1971,NA,65,5.5,372619,NA,Americas,South America
Trinidad and Tobago,1971,43.1,65.91,3.48,956364,4526630110,Americas,Caribbean
United States,1971,19.1,71.24,2.27,211357912,3867133210851,Americas,Northern America
Uruguay,1971,47.9,68.94,2.94,2818269,12138310953,Americas,South America
Venezuela,1971,46.8,66.27,5.22,11937803,68313068113,Americas,South America
Antigua and Barbuda,1972,NA,67.94,3.33,67205,NA,Americas,Caribbean
Argentina,1972,58,67.64,3.15,24782950,170259210724,Americas,South America
Aruba,1972,NA,69.85,2.69,59849,NA,Americas,Caribbean
Bahamas,1972,26.8,65.08,3.47,177844,2814463291,Americas,Caribbean
Barbados,1972,37.3,67.09,2.79,241441,1559406034,Americas,Caribbean
Belize,1972,65.4,66.66,6.28,127148,164001760,Americas,Central America
Bolivia,1972,138,48.34,6.5,4698090,4434344635,Americas,South America
Brazil,1972,97.4,60.56,4.78,100844391,238309683978,Americas,South America
Canada,1972,16.7,72.81,1.97,22141998,304024389011,Americas,Northern America
Chile,1972,65.7,62.98,3.68,9916558,22796622697,Americas,South America
Colombia,1972,65.9,63.64,5.15,23146803,36216465586,Americas,South America
Costa Rica,1972,52.5,68.4,4.49,1947048,4986764462,Americas,Central America
Cuba,1972,30.9,70.82,3.65,9025299,17607518857,Americas,Caribbean
Dominican Republic,1972,81.6,62.09,5.78,4759935,6478575344,Americas,Caribbean
Ecuador,1972,91.2,60.16,5.87,6428707,6174088707,Americas,South America
El Salvador,1972,102.9,58.07,6.01,3862132,7665365435,Americas,Central America
Greenland,1972,NA,64.84,2.77,48073,514800963,Americas,Northern America
Grenada,1972,NA,65.29,4.54,93937,NA,Americas,Caribbean
Guatemala,1972,112.1,55,6.21,5737720,7724443678,Americas,Central America
Guyana,1972,55,61.08,4.97,712188,543920924.2,Americas,South America
Haiti,1972,156.6,47.81,5.64,4876558,NA,Americas,Caribbean
Honduras,1972,95.2,56.07,7.11,2845260,2630981360,Americas,Central America
Jamaica,1972,41.8,71.39,5.11,1929556,7582577384,Americas,Caribbean
Mexico,1972,72.7,62.75,6.53,55480125,203212756086,Americas,Central America
Nicaragua,1972,111.2,60.8,6.81,2549779,3297510125,Americas,Central America
Panama,1972,47.4,67.72,4.94,1607835,4734658716,Americas,Central America
Paraguay,1972,56.8,69.78,5.46,2596741,2162739399,Americas,South America
Peru,1972,98.3,57.04,6.07,14072476,29333415569,Americas,South America
Puerto Rico,1972,NA,71.98,3.01,2787351,21732751774,Americas,Caribbean
St. Lucia,1972,47.9,63.63,5.81,106458,NA,Americas,Caribbean
St. Vincent and the Grenadines,1972,60.3,65.43,5.63,92465,162036935.3,Americas,Caribbean
Suriname,1972,NA,65.32,5.34,371318,NA,Americas,South America
Trinidad and Tobago,1972,42.2,66.11,3.43,968742,4788285048,Americas,Caribbean
United States,1972,18.3,71.34,2.01,213219515,4080667877148,Americas,Northern America
Uruguay,1972,47.8,69.01,2.97,2821437,11978137460,Americas,South America
Venezuela,1972,45.5,66.72,5.05,12286434,69189391661,Americas,South America
Antigua and Barbuda,1973,NA,68.3,3.12,67972,NA,Americas,Caribbean
Argentina,1973,56.8,67.96,3.2,25213388,175046480960,Americas,South America
Aruba,1973,NA,70.19,2.61,60239,NA,Americas,Caribbean
Bahamas,1973,27.2,65.3,3.41,181489,3027449702,Americas,Caribbean
Barbados,1973,35.4,67.47,2.65,242980,1580312998,Americas,Caribbean
Belize,1973,63.2,67.11,6.29,129294,172778928,Americas,Central America
Bolivia,1973,134.7,48.89,6.42,4798510,4688838836,Americas,South America
Brazil,1973,94.9,60.98,4.68,103320787,271622259839,Americas,South America
Canada,1973,15.9,73.04,1.88,22488744,325197264382,Americas,Northern America
Chile,1973,63.7,63.63,3.5,10087377,21670218613,Americas,South America
Colombia,1973,63.5,64.08,4.96,23674505,38652921703,Americas,South America
Costa Rica,1973,47,68.95,4.28,1995744,5371189936,Americas,Central America
Cuba,1973,27.8,71.29,3.4,9176051,18212247101,Americas,Caribbean
Dominican Republic,1973,79.4,62.67,5.58,4889437,7314037114,Americas,Caribbean
Ecuador,1973,88.4,60.67,5.74,6611916,7171587948,Americas,South America
El Salvador,1973,100.8,58.22,5.91,3958616,8038030512,Americas,Central America
Greenland,1973,NA,64.66,2.69,48740,549838359.9,Americas,Northern America
Grenada,1973,NA,65.62,4.51,93629,NA,Americas,Caribbean
Guatemala,1973,109.1,55.67,6.2,5901980,8248379902,Americas,Central America
Guyana,1973,54.9,61.24,4.92,720919,550691213.3,Americas,South America
Haiti,1973,153,48.17,5.62,4960655,NA,Americas,Caribbean
Honduras,1973,91.7,56.8,7.03,2928190,2838035708,Americas,Central America
Jamaica,1973,40.3,71.71,4.9,1960043,7166634413,Americas,Caribbean
Mexico,1973,70.5,63.29,6.36,57283361,219187554414,Americas,Central America
Nicaragua,1973,107.9,61.56,6.75,2629503,3509111811,Americas,Central America
Panama,1973,45.4,68.26,4.81,1653257,4990610460,Americas,Central America
Paraguay,1973,56.1,70.06,5.35,2659084,2318340828,Americas,South America
Peru,1973,95.8,57.85,5.95,14447649,30910283360,Americas,South America
Puerto Rico,1973,NA,72.26,2.96,2833147,23028155282,Americas,Caribbean
St. Lucia,1973,43.7,64.22,5.69,107461,NA,Americas,Caribbean
St. Vincent and the Grenadines,1973,60.5,65.64,5.42,93516,144048694.3,Americas,Caribbean
Suriname,1973,NA,65.62,5.15,368342,NA,Americas,South America
Trinidad and Tobago,1973,41.3,66.33,3.39,982594,4867599455,Americas,Caribbean
United States,1973,17.5,71.54,1.87,215092900,4321881320296,Americas,Northern America
Uruguay,1973,48.5,69.1,2.99,2822084,12011101245,Americas,South America
Venezuela,1973,44.2,67.14,4.91,12636971,74108728186,Americas,South America
Antigua and Barbuda,1974,NA,68.64,2.91,68655,NA,Americas,Caribbean
Argentina,1974,55.2,68.28,3.26,25644505,184733210828,Americas,South America
Aruba,1974,NA,70.52,2.55,60525,NA,Americas,Caribbean
Bahamas,1974,27.2,65.53,3.33,185097,2520223836,Americas,Caribbean
Barbados,1974,33.6,67.83,2.51,244539,1506815149,Americas,Caribbean
Belize,1974,61.2,67.52,6.29,131306,196207744,Americas,Central America
Bolivia,1974,131.3,49.5,6.31,4902173,4826670434,Americas,South America
Brazil,1974,92.3,61.41,4.59,105846274,296182671358,Americas,South America
Canada,1974,15,73.12,1.83,22823272,337200255236,Americas,Northern America
Chile,1974,60.4,64.31,3.33,10255074,22210640172,Americas,South America
Colombia,1974,61,64.53,4.78,24208022,40872574277,Americas,South America
Costa Rica,1974,42.3,69.53,4.11,2045580,5669017047,Americas,Central America
Cuba,1974,26,71.74,3.13,9315371,18391545130,Americas,Caribbean
Dominican Republic,1974,77.2,63.23,5.38,5019471,7753018516,Americas,Caribbean
Ecuador,1974,85.5,61.18,5.59,6798205,7770887842,Americas,South America
El Salvador,1974,98.4,58.33,5.82,4053958,8466939737,Americas,Central America
Greenland,1974,NA,64.49,2.3,49231,581213529.2,Americas,Northern America
Grenada,1974,NA,65.92,4.48,93151,NA,Americas,Caribbean
Guatemala,1974,106,56.28,6.2,6069077,8774216592,Americas,Central America
Guyana,1974,54.8,61.4,4.85,730227,593110076,Americas,South America
Haiti,1974,149.5,48.53,5.62,5047948,NA,Americas,Caribbean
Honduras,1974,88.3,57.56,6.94,3015606,2803194801,Americas,Central America
Jamaica,1974,39,72,4.69,1989880,6863538715,Americas,Caribbean
Mexico,1974,68.5,63.83,6.16,59090495,231849640745,Americas,Central America
Nicaragua,1974,104.2,62.28,6.68,2711847,4007139876,Americas,Central America
Panama,1974,43.5,68.81,4.68,1699114,5112456504,Americas,Central America
Paraguay,1974,55.3,70.32,5.27,2723523,2509329973,Americas,South America
Peru,1974,93.3,58.6,5.83,14832839,33769507382,Americas,South America
Puerto Rico,1974,NA,72.53,2.91,2881783,23041183567,Americas,Caribbean
St. Lucia,1974,39.8,64.8,5.57,108534,NA,Americas,Caribbean
St. Vincent and the Grenadines,1974,60.1,65.82,5.2,94572,131342720.6,Americas,Caribbean
Suriname,1974,NA,65.91,4.95,365104,NA,Americas,South America
Trinidad and Tobago,1974,40.4,66.57,3.35,997052,5052938289,Americas,Caribbean
United States,1974,16.7,72.08,1.83,217001865,4299436671118,Americas,Northern America
Uruguay,1974,49.3,69.23,2.99,2824069,12358864021,Americas,South America
Venezuela,1974,42.9,67.53,4.78,12994025,75642284607,Americas,South America
Antigua and Barbuda,1975,NA,68.99,2.7,69253,NA,Americas,Caribbean
Argentina,1975,53.2,68.6,3.32,26066975,184680724265,Americas,South America
Aruba,1975,NA,70.83,2.51,60655,NA,Americas,Caribbean
Bahamas,1975,27.2,65.74,3.23,188882,2147151970,Americas,Caribbean
Barbados,1975,31.8,68.17,2.39,246033,1567165345,Americas,Caribbean
Belize,1975,59.2,67.93,6.28,133261,203257136,Americas,Central America
Bolivia,1975,127.9,50.19,6.18,5009259,5179549165,Americas,South America
Brazil,1975,89.8,61.84,4.5,108431284,311611051518,Americas,South America
Canada,1975,14.2,73.41,1.83,23140609,343347325297,Americas,Northern America
Chile,1975,55.3,65.02,3.16,10420590,19686893963,Americas,South America
Colombia,1975,58.4,65.04,4.63,24756969,41791408981,Americas,South America
Costa Rica,1975,38,70.12,3.97,2097410,5788070432,Americas,Central America
Cuba,1975,24.7,72.18,2.84,9438445,20134406356,Americas,Caribbean
Dominican Republic,1975,74.9,63.75,5.19,5149934,8155652412,Americas,Caribbean
Ecuador,1975,82.5,61.73,5.45,6987393,8418211763,Americas,South America
El Salvador,1975,95.6,58.36,5.72,4147525,8714473588,Americas,Central America
Greenland,1975,NA,64.31,2.35,49582,584969560,Americas,Northern America
Grenada,1975,NA,66.22,4.44,92453,NA,Americas,Caribbean
Guatemala,1975,102.9,56.82,6.2,6237963,8945313004,Americas,Central America
Guyana,1975,54.6,61.56,4.76,740167,643423731.4,Americas,South America
Haiti,1975,146,48.9,5.64,5140357,NA,Americas,Caribbean
Honduras,1975,85,58.34,6.84,3107735,2862921961,Americas,Central America
Jamaica,1975,37.8,72.29,4.48,2017830,6845961725,Americas,Caribbean
Mexico,1975,66.6,64.39,5.93,60872399,245168208694,Americas,Central America
Nicaragua,1975,100.3,62.95,6.6,2796748,4000999059,Americas,Central America
Panama,1975,41.8,69.35,4.54,1745207,5193786965,Americas,Central America
Paraguay,1975,54.5,70.57,5.22,2790964,2667922952,Americas,South America
Peru,1975,91,59.31,5.7,15229951,34918198776,Americas,South America
Puerto Rico,1975,NA,72.77,2.86,2931932,22454901211,Americas,Caribbean
St. Lucia,1975,36.3,65.38,5.46,109770,NA,Americas,Caribbean
St. Vincent and the Grenadines,1975,59,65.99,4.97,95614,121349250.4,Americas,Caribbean
Suriname,1975,NA,66.19,4.74,362651,907505602.5,Americas,South America
Trinidad and Tobago,1975,39.5,66.83,3.31,1011487,5127618868,Americas,Caribbean
United States,1975,16,72.68,1.77,218963561,4291008838422,Americas,Northern America
Uruguay,1975,49.4,69.39,2.98,2830172,13112373368,Americas,South America
Venezuela,1975,41.7,67.9,4.67,13360988,77833080427,Americas,South America
Antigua and Barbuda,1976,NA,69.32,2.51,69782,NA,Americas,Caribbean
Argentina,1976,50.5,68.92,3.37,26477153,180953402717,Americas,South America
Aruba,1976,NA,71.14,2.47,60589,NA,Americas,Caribbean
Bahamas,1976,26.9,65.96,3.14,192905,2258485776,Americas,Caribbean
Barbados,1976,30,68.53,2.29,247444,1565871989,Americas,Caribbean
Belize,1976,57.3,68.32,6.25,135145,203188016,Americas,Central America
Bolivia,1976,124.5,50.93,6.04,5119833,5418562956,Americas,South America
Brazil,1976,87.3,62.27,4.42,111076063,342119051573,Americas,South America
Canada,1976,13.3,73.84,1.78,23439940,361198991147,Americas,Northern America
Chile,1976,48.8,65.75,3.01,10584237,20357505085,Americas,South America
Colombia,1976,55.6,65.58,4.5,25323412,43804579414,Americas,South America
Costa Rica,1976,33.2,70.75,3.86,2151492,6107430946,Americas,Central America
Cuba,1976,23.1,72.59,2.57,9544268,21227293964,Americas,Caribbean
Dominican Republic,1976,72.6,64.25,5.01,5280727,8704374711,Americas,Caribbean
Ecuador,1976,79.5,62.3,5.3,7179399,9061533937,Americas,South America
El Salvador,1976,92.7,58.33,5.62,4239205,9154489903,Americas,Central America
Greenland,1976,NA,64.14,2.26,49784,619829122.2,Americas,Northern America
Grenada,1976,NA,66.52,4.39,91435,NA,Americas,Caribbean
Guatemala,1976,99.9,57.32,6.2,6408029,9606127040,Americas,Central America
Guyana,1976,54.4,61.72,4.62,751008,653312596.2,Americas,South America
Haiti,1976,142.6,49.28,5.7,5238242,NA,Americas,Caribbean
Honduras,1976,81.7,59.15,6.75,3204883,3163548606,Americas,Central America
Jamaica,1976,36.7,72.58,4.29,2043097,6387676268,Americas,Caribbean
Mexico,1976,64.7,64.95,5.68,62620087,255998377350,Americas,Central America
Nicaragua,1976,95.9,63.59,6.51,2884156,4209429284,Americas,Central America
Panama,1976,40.3,69.88,4.4,1791459,5279154096,Americas,Central America
Paraguay,1976,53.6,70.81,5.2,2861582,2855159778,Americas,South America
Peru,1976,88.9,59.99,5.57,15639898,35602848010,Americas,South America
Puerto Rico,1976,NA,72.98,2.82,2983630,23639252208,Americas,Caribbean
St. Lucia,1976,33.4,65.96,5.35,111211,NA,Americas,Caribbean
St. Vincent and the Grenadines,1976,57.3,66.16,4.75,96639,133941436,Americas,Caribbean
Suriname,1976,NA,66.47,4.53,361368,878210986.6,Americas,South America
Trinidad and Tobago,1976,38.5,67.08,3.29,1025655,5456050479,Americas,Caribbean
United States,1976,15.2,72.99,1.74,220993166,4523528306791,Americas,Northern America
Uruguay,1976,48.6,69.58,2.95,2841436,13628406910,Americas,South America
Venezuela,1976,40.5,68.23,4.57,13739142,83847818124,Americas,South America
Antigua and Barbuda,1977,NA,69.64,2.36,70223,268265360.7,Americas,Caribbean
Argentina,1977,47.2,69.24,3.39,26878567,193500979043,Americas,South America
Aruba,1977,NA,71.44,2.45,60366,NA,Americas,Caribbean
Bahamas,1977,26.6,66.16,3.06,197118,2465248558,Americas,Caribbean
Barbados,1977,28.3,68.87,2.2,248785,1634412707,Americas,Caribbean
Belize,1977,55.6,68.7,6.2,136991,216388320,Americas,Central America
Bolivia,1977,121.3,51.73,5.9,5233677,5687931406,Americas,South America
Brazil,1977,84.7,62.68,4.34,113776467,357878143242,Americas,South America
Canada,1977,12.5,74.13,1.75,23723801,373690085185,Americas,Northern America
Chile,1977,41.7,66.5,2.89,10746328,22128086935,Americas,South America
Colombia,1977,52.8,66.17,4.37,25905124,45621599255,Americas,South America
Costa Rica,1977,28.1,71.38,3.78,2207727,6651265573,Americas,Central America
Cuba,1977,20.8,72.96,2.33,9634677,23076085740,Americas,Caribbean
Dominican Republic,1977,70.3,64.73,4.85,5411867,9138007853,Americas,Caribbean
Ecuador,1977,76.5,62.9,5.16,7374235,9271638924,Americas,South America
El Salvador,1977,89.6,58.22,5.51,4328817,9775170071,Americas,Central America
Greenland,1977,NA,63.96,2.35,49848,674512397.7,Americas,Northern America
Grenada,1977,NA,66.79,4.34,90187,181391474.6,Americas,Caribbean
Guatemala,1977,96.8,57.78,6.2,6579710,10356290699,Americas,Central America
Guyana,1977,54.1,61.88,4.44,762445,636073769.4,Americas,South America
Haiti,1977,139.2,49.63,5.78,5341418,NA,Americas,Caribbean
Honduras,1977,78.5,59.97,6.65,3306988,3492047989,Americas,Central America
Jamaica,1977,35.6,72.89,4.12,2066247,6221753266,Americas,Caribbean
Mexico,1977,62.8,65.51,5.42,64337694,264678359983,Americas,Central America
Nicaragua,1977,91.3,64.17,6.42,2973805,4561694554,Americas,Central America
Panama,1977,39,70.38,4.26,1837887,5340151941,Americas,Central America
Paraguay,1977,52.6,71.04,5.2,2935375,3167340618,Americas,South America
Peru,1977,87,60.63,5.44,16061327,35746297796,Americas,South America
Puerto Rico,1977,NA,73.15,2.77,3036799,25185919129,Americas,Caribbean
St. Lucia,1977,31,66.54,5.22,112826,NA,Americas,Caribbean
St. Vincent and the Grenadines,1977,55,66.36,4.54,97649,137740192.4,Americas,Caribbean
Suriname,1977,NA,66.76,4.34,361053,968362652.3,Americas,South America
Trinidad and Tobago,1977,37.4,67.33,3.27,1039757,5953740038,Americas,Caribbean
United States,1977,14.5,73.38,1.78,223090871,4733336983895,Americas,Northern America
Uruguay,1977,46.5,69.8,2.91,2857107,13826763086,Americas,South America
Venezuela,1977,39.2,68.52,4.48,14127790,89105733312,Americas,South America
Antigua and Barbuda,1978,NA,69.96,2.24,70508,279489899.3,Americas,Caribbean
Argentina,1978,43.8,69.57,3.39,27277742,184781583443,Americas,South America
Aruba,1978,NA,71.74,2.43,60106,NA,Americas,Caribbean
Bahamas,1978,26.2,66.37,3.01,201511,2814808937,Americas,Caribbean
Barbados,1978,26.7,69.22,2.12,250035,1734637071,Americas,Caribbean
Belize,1978,53.8,69.06,6.11,138972,233528000,Americas,Central America
Bolivia,1978,118.1,52.54,5.76,5350320,5804687265,Americas,South America
Brazil,1978,82,63.07,4.26,116532153,369443725457,Americas,South America
Canada,1978,11.8,74.46,1.7,23994948,388464263753,Americas,Northern America
Chile,1978,35.6,67.25,2.79,10907901,23779489868,Americas,South America
Colombia,1978,50,66.79,4.25,26502172,49482760497,Americas,South America
Costa Rica,1978,23.9,72,3.72,2266153,7068146069,Americas,Central America
Cuba,1978,18.7,73.3,2.13,9711393,24598183991,Americas,Caribbean
Dominican Republic,1978,68.2,65.19,4.69,5543520,9333623790,Americas,Caribbean
Ecuador,1978,73.6,63.51,5.02,7571953,9902954836,Americas,South America
El Salvador,1978,86.2,58.09,5.39,4415625,10295479447,Americas,Central America
Greenland,1978,NA,63.78,2.2,49864,715095900.6,Americas,Northern America
Grenada,1978,NA,67.07,4.3,89070,191213323.2,Americas,Caribbean
Guatemala,1978,93.7,58.22,6.2,6754258,10873762420,Americas,Central America
Guyana,1978,53.8,62.03,4.2,773227,624585076.4,Americas,South America
Haiti,1978,135.8,49.97,5.87,5450550,NA,Americas,Caribbean
Honduras,1978,75.3,60.8,6.54,3413426,3841451879,Americas,Central America
Jamaica,1978,34.7,73.21,3.97,2089015,6218412165,Americas,Caribbean
Mexico,1978,60.7,66.05,5.16,66025613,288385448038,Americas,Central America
Nicaragua,1978,86.7,64.73,6.33,3065118,4204112424,Americas,Central America
Panama,1978,37.9,70.85,4.13,1884512,5860278419,Americas,Central America
Paraguay,1978,51.6,71.28,5.2,3012833,3526837251,Americas,South America
Peru,1978,85.5,61.28,5.3,16491087,35847365594,Americas,South America
Puerto Rico,1978,NA,73.28,2.72,3089805,26850464791,Americas,Caribbean
St. Lucia,1978,29.3,67.1,5.06,114551,NA,Americas,Caribbean
St. Vincent and the Grenadines,1978,52.1,66.61,4.34,98634,154136395.2,Americas,Caribbean
Suriname,1978,NA,67.07,4.18,361463,1040422000,Americas,South America
Trinidad and Tobago,1978,36.3,67.54,3.27,1054109,6550094967,Americas,Caribbean
United States,1978,13.8,73.58,1.75,225239456,4999656497074,Americas,Northern America
Uruguay,1978,43.2,70.05,2.85,2875970,14569811305,Americas,South America
Venezuela,1978,37.9,68.79,4.39,14525929,91196952546,Americas,South America
Antigua and Barbuda,1979,NA,70.28,2.16,70553,300014434.3,Americas,Caribbean
Argentina,1979,40.3,69.89,3.37,27684530,203671367615,Americas,South America
Aruba,1979,NA,72.02,2.41,59978,NA,Americas,Caribbean
Bahamas,1979,25.7,66.57,2.99,206038,3550580176,Americas,Caribbean
Barbados,1979,25.2,69.57,2.06,251176,1867622971,Americas,Caribbean
Belize,1979,52.2,69.43,5.99,141308,251082336,Americas,Central America
Bolivia,1979,115.1,53.38,5.63,5469123,5812427470,Americas,South America
Brazil,1979,79,63.45,4.17,119341444,394441340692,Americas,South America
Canada,1979,11,74.81,1.7,24257594,403245029408,Americas,Northern America
Chile,1979,31.4,67.99,2.72,11070198,25844101253,Americas,South America
Colombia,1979,47.2,67.43,4.12,27113510,52146344940,Americas,South America
Costa Rica,1979,21.3,72.62,3.67,2326708,7417250565,Americas,Central America
Cuba,1979,17.4,73.59,1.99,9777287,24865857365,Americas,Caribbean
Dominican Republic,1979,66.1,65.65,4.55,5675930,9756567536,Americas,Caribbean
Ecuador,1979,70.9,64.16,4.88,7772652,10419212864,Americas,South America
El Salvador,1979,82.6,57.98,5.27,4498757,9865101119,Americas,Central America
Greenland,1979,NA,63.61,2.19,49947,749853842.5,Americas,Northern America
Grenada,1979,NA,67.33,4.27,88571,202708833.3,Americas,Caribbean
Guatemala,1979,90.7,58.66,6.2,6933492,11386292444,Americas,Central America
Guyana,1979,53.5,62.18,3.94,781677,613119591.7,Americas,South America
Haiti,1979,132.5,50.3,5.97,5566265,NA,Americas,Caribbean
Honduras,1979,72.2,61.65,6.43,3523283,4020633361,Americas,Central America
Jamaica,1979,33.8,73.52,3.84,2113880,6152494427,Americas,Caribbean
Mexico,1979,58.5,66.58,4.92,67688533,316353559443,Americas,Central America
Nicaragua,1979,82.1,65.28,6.23,3157356,3090914372,Americas,Central America
Panama,1979,36.8,71.3,4,1931393,6124452769,Americas,Central America
Paraguay,1979,50.5,71.51,5.21,3094479,3927378984,Americas,South America
Peru,1979,83.9,61.93,5.15,16924758,37925221154,Americas,South America
Puerto Rico,1979,NA,73.38,2.66,3140600,28490812117,Americas,Caribbean
St. Lucia,1979,27.9,67.64,4.89,116292,NA,Americas,Caribbean
St. Vincent and the Grenadines,1979,48.7,66.88,4.15,99589,159303240.1,Americas,Caribbean
Suriname,1979,NA,67.39,4.04,362137,979146529.6,Americas,South America
Trinidad and Tobago,1979,35.3,67.73,3.28,1069199,6785857162,Americas,Caribbean
United States,1979,13.2,74.03,1.8,227411604,5157035183409,Americas,Northern America
Uruguay,1979,39.5,70.32,2.79,2896021,15473010914,Americas,South America
Venezuela,1979,36.6,69.04,4.3,14931741,91894021274,Americas,South America
Antigua and Barbuda,1980,NA,70.59,2.12,70301,325800872.8,Americas,Caribbean
Argentina,1980,37.2,70.2,3.33,28105889,212127318774,Americas,South America
Aruba,1980,NA,72.29,2.39,60096,NA,Americas,Caribbean
Bahamas,1980,25.2,66.75,2.99,210660,3781200313,Americas,Caribbean
Barbados,1980,23.8,69.91,2,252197,1955993039,Americas,Caribbean
Belize,1980,50.5,69.78,5.85,144151,289162816,Americas,Central America
Bolivia,1980,112.3,54.21,5.52,5589572,5732694165,Americas,South America
Brazil,1980,75.9,63.81,4.07,122199721,430378734063,Americas,South America
Canada,1980,10.3,75.05,1.68,24515788,411965674557,Americas,Northern America
Chile,1980,28.2,68.7,2.68,11234340,27950035375,Americas,South America
Colombia,1980,44.6,68.07,3.99,27737905,54283406011,Americas,South America
Costa Rica,1980,19.8,73.2,3.62,2389309,7473020531,Americas,Central America
Cuba,1980,16.7,73.84,1.89,9835177,23660001783,Americas,Caribbean
Dominican Republic,1980,64,66.12,4.42,5809271,10534042898,Americas,Caribbean
Ecuador,1980,68.1,64.82,4.74,7976449,10882444171,Americas,South America
El Salvador,1980,78.8,57.96,5.14,4577683,8703848680,Americas,Central America
Greenland,1980,NA,63.09,2.44,50176,814911202.6,Americas,Northern America
Grenada,1980,NA,67.6,4.25,89004,201805408.6,Americas,Caribbean
Guatemala,1980,87.7,59.12,6.18,7118628,11814414541,Americas,Central America
Guyana,1980,53.2,62.34,3.65,786614,623750409.3,Americas,South America
Haiti,1980,129.4,50.62,6.06,5688832,NA,Americas,Caribbean
Honduras,1980,69.2,62.5,6.31,3635862,4047510519,Americas,Central America
Jamaica,1980,32.9,73.82,3.73,2142438,5800931098,Americas,Caribbean
Mexico,1980,56.1,67.09,4.71,69330974,345563280747,Americas,Central America
Nicaragua,1980,77.8,65.83,6.13,3249910,3233459068,Americas,Central America
