country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
Mongolia,1967,NA,54.8,7.59,1173186,NA,Asia,Eastern Asia
Nepal,1967,191.3,43.05,5.99,11307139,1604650135,Asia,Southern Asia
Oman,1967,178.5,50.8,7.28,660117,1203539587,Asia,Western Asia
Pakistan,1967,151.5,52.34,6.6,53594445,13722437560,Asia,Southern Asia
Philippines,1967,58,61.26,6.59,32826602,25527259808,Asia,South-Eastern Asia
Qatar,1967,NA,65.95,6.98,86161,NA,Asia,Western Asia
Saudi Arabia,1967,NA,52.55,7.26,5196349,NA,Asia,Western Asia
Singapore,1967,25.3,66.63,3.82,1960547,6535267252,Asia,South-Eastern Asia
Sri Lanka,1967,57,63.17,4.73,11661660,3578500632,Asia,Southern Asia
Syria,1967,87.4,57.12,7.57,5767478,3104197851,Asia,Western Asia
Tajikistan,1967,NA,60.34,6.69,2659452,NA,Asia,Central Asia
Thailand,1967,80.8,58.56,6.01,33778500,14963060547,Asia,South-Eastern Asia
Timor-Leste,1967,NA,43.02,6.21,567330,NA,Asia,South-Eastern Asia
Turkey,1967,136.6,52.48,5.8,32448404,65561039657,Asia,Western Asia
Turkmenistan,1967,NA,58.02,6.47,2008148,NA,Asia,Central Asia
United Arab Emirates,1967,90.6,58.7,6.78,171781,NA,Asia,Western Asia
Uzbekistan,1967,NA,62.43,6.66,10894306,NA,Asia,Central Asia
West Bank and Gaza,1967,NA,55.7,8.02,1165200,NA,Asia,Western Asia
Vietnam,1967,59,61.06,6.49,40074695,NA,Asia,South-Eastern Asia
Yemen,1967,247.8,39.01,7.47,5827223,NA,Asia,Western Asia
Armenia,1968,NA,70.67,3.45,2394635,NA,Asia,Western Asia
Azerbaijan,1968,NA,64.75,4.9,4950977,NA,Asia,Western Asia
Bahrain,1968,68.2,61.29,6.86,200953,NA,Asia,Western Asia
Bangladesh,1968,151.5,47.83,6.94,61585520,17657496028,Asia,Southern Asia
Bhutan,1968,192.1,40.66,6.67,273868,NA,Asia,Southern Asia
Brunei,1968,NA,66.54,5.74,118176,NA,Asia,South-Eastern Asia
Cambodia,1968,NA,44.13,6.67,6795514,NA,Asia,South-Eastern Asia
China,1968,NA,57.87,6.37,765570668,71695709675,Asia,Eastern Asia
Cyprus,1968,NA,72.19,2.78,598491,NA,Asia,Western Asia
Georgia,1968,NA,66.6,2.64,4622441,4024252757,Asia,Western Asia
"Hong Kong, China",1968,NA,71.15,3.72,3915095,19647855786,Asia,Eastern Asia
India,1968,146.9,47.21,5.64,530274729,106902463736,Asia,Southern Asia
Indonesia,1968,119.8,51.27,5.56,108821565,23728516741,Asia,South-Eastern Asia
Iran,1968,176.8,50.98,6.62,27032944,33242581511,Asia,Southern Asia
Iraq,1968,88.9,55.24,7.36,9260685,NA,Asia,Western Asia
Israel,1968,NA,70.6,3.81,2711303,23519814853,Asia,Western Asia
Japan,1968,15.1,71.73,2.05,100988866,1560665211109,Asia,Eastern Asia
Jordan,1968,71.8,59.66,8,1438986,NA,Asia,Western Asia
Kazakhstan,1968,NA,62.53,3.68,12682452,NA,Asia,Central Asia
South Korea,1968,49.9,59.44,4.73,30204127,51482408205,Asia,Eastern Asia
Kuwait,1968,60,67.8,7.38,639170,NA,Asia,Western Asia
Kyrgyz Republic,1968,NA,59.58,5.03,2814423,NA,Asia,Central Asia
Lao,1968,NA,44.15,5.97,2554843,NA,Asia,South-Eastern Asia
Lebanon,1968,49.1,65.01,5.18,2210965,NA,Asia,Western Asia
"Macao, China",1968,NA,68.45,2.65,237129,NA,Asia,Eastern Asia
Malaysia,1968,47.2,64.17,5.17,10375877,11180306434,Asia,South-Eastern Asia
Maldives,1968,186.9,45.48,7.24,109901,NA,Asia,Southern Asia
Mongolia,1968,NA,55.43,7.58,1207108,NA,Asia,Eastern Asia
Nepal,1968,186.8,43.51,5.99,11524132,1615489280,Asia,Southern Asia
Oman,1968,169.3,51.62,7.29,679593,2189091628,Asia,Western Asia
Pakistan,1968,147.7,52.95,6.6,55045897,14715011785,Asia,Southern Asia
Philippines,1968,57,61.6,6.49,33797041,26789689529,Asia,South-Eastern Asia
Qatar,1968,NA,66.64,6.97,93043,NA,Asia,Western Asia
Saudi Arabia,1968,NA,53.51,7.27,5389848,37099721527,Asia,Western Asia
Singapore,1968,24.1,66.84,3.58,1998637,7423671459,Asia,South-Eastern Asia
Sri Lanka,1968,55.7,63.7,4.61,11940634,3786093206,Asia,Southern Asia
Syria,1968,83.2,57.83,7.57,5963248,3219955879,Asia,Western Asia
Tajikistan,1968,NA,60.77,6.78,2743461,NA,Asia,Central Asia
Thailand,1968,77.8,58.96,5.9,34790945,16178399797,Asia,South-Eastern Asia
Timor-Leste,1968,NA,43.96,6.13,577824,NA,Asia,South-Eastern Asia
Turkey,1968,133.1,53.21,5.72,33196289,70004764349,Asia,Western Asia
Turkmenistan,1968,NA,58.42,6.4,2066889,NA,Asia,Central Asia
United Arab Emirates,1968,83.8,59.54,6.74,185312,NA,Asia,Western Asia
Uzbekistan,1968,NA,62.83,6.61,11240523,NA,Asia,Central Asia
West Bank and Gaza,1968,NA,56.45,7.98,1141217,NA,Asia,Western Asia
Vietnam,1968,58.2,60.45,6.49,41195833,NA,Asia,South-Eastern Asia
Yemen,1968,239.2,39.87,7.49,5937125,NA,Asia,Western Asia
Armenia,1969,NA,71.1,3.31,2456370,NA,Asia,Western Asia
Azerbaijan,1969,NA,65.14,4.75,5066080,NA,Asia,Western Asia
Bahrain,1969,62.4,62.22,6.69,206469,NA,Asia,Western Asia
Bangladesh,1969,150.4,47.09,6.95,63422570,17873068964,Asia,Southern Asia
Bhutan,1969,186,41.45,6.67,282210,NA,Asia,Southern Asia
Brunei,1969,NA,66.97,5.73,123875,NA,Asia,South-Eastern Asia
Cambodia,1969,NA,44.03,6.58,6902025,NA,Asia,South-Eastern Asia
China,1969,84.1,59.38,5.67,787191243,83812284610,Asia,Eastern Asia
Cyprus,1969,NA,72.47,2.69,606117,NA,Asia,Western Asia
Georgia,1969,NA,66.93,2.61,4665146,4216537591,Asia,Western Asia
"Hong Kong, China",1969,NA,71.53,3.55,3928928,21999705847,Asia,Eastern Asia
India,1969,144.8,47.93,5.57,541844848,113893564473,Asia,Southern Asia
Indonesia,1969,116.4,52,5.52,111800090,25502789513,Asia,South-Eastern Asia
Iran,1969,163.1,51.67,6.53,27765239,37532993345,Asia,Southern Asia
Iraq,1969,85.1,55.96,7.38,9585576,NA,Asia,Western Asia
Israel,1969,NA,70.78,3.81,2775162,26710443176,Asia,Western Asia
Japan,1969,14.2,71.96,2.08,102323674,1755403369875,Asia,Eastern Asia
Jordan,1969,68.6,60.42,7.97,1553585,NA,Asia,Western Asia
Kazakhstan,1969,NA,62.92,3.6,12897025,NA,Asia,Central Asia
South Korea,1969,45.7,60.35,4.62,30811523,58741465078,Asia,Eastern Asia
Kuwait,1969,56.6,68.38,7.33,693876,NA,Asia,Western Asia
Kyrgyz Republic,1969,NA,59.95,4.96,2890720,NA,Asia,Central Asia
Lao,1969,NA,44.41,5.97,2618246,NA,Asia,South-Eastern Asia
Lebanon,1969,48.6,65.27,5.06,2250609,NA,Asia,Western Asia
"Macao, China",1969,NA,68.83,2.39,245310,NA,Asia,Eastern Asia
Malaysia,1969,45.3,64.63,5.01,10640347,11726859459,Asia,South-Eastern Asia
Maldives,1969,180.5,46.44,7.24,112591,NA,Asia,Southern Asia
Mongolia,1969,NA,56.02,7.58,1242213,NA,Asia,Eastern Asia
Nepal,1969,182.6,43.97,5.98,11750914,1687595378,Asia,Southern Asia
Oman,1969,160.4,52.43,7.29,700729,2750947628,Asia,Western Asia
Pakistan,1969,144.3,53.52,6.6,56545924,15525499865,Asia,Southern Asia
Philippines,1969,56.1,61.94,6.38,34787588,28037113537,Asia,South-Eastern Asia
Qatar,1969,53.5,67.29,6.95,100697,NA,Asia,Western Asia
Saudi Arabia,1969,NA,54.55,7.27,5601649,39339763036,Asia,Western Asia
Singapore,1969,22.9,67.09,3.38,2036270,8440042998,Asia,South-Eastern Asia
Sri Lanka,1969,54.6,64.21,4.48,12217248,4078258886,Asia,Southern Asia
Syria,1969,79.2,58.57,7.57,6166933,3824274467,Asia,Western Asia
Tajikistan,1969,NA,61.17,6.84,2829641,NA,Asia,Central Asia
Thailand,1969,74.8,59.39,5.76,35826803,17238191546,Asia,South-Eastern Asia
Timor-Leste,1969,NA,44.86,6.04,589519,NA,Asia,South-Eastern Asia
Turkey,1969,129.6,53.91,5.64,33969201,72861760698,Asia,Western Asia
Turkmenistan,1969,NA,58.8,6.35,2126749,NA,Asia,Central Asia
United Arab Emirates,1969,77.2,60.33,6.68,205570,NA,Asia,Western Asia
Uzbekistan,1969,NA,63.2,6.55,11599763,NA,Asia,Central Asia
West Bank and Gaza,1969,NA,57.22,7.92,1124929,NA,Asia,Western Asia
Vietnam,1969,57.3,59.63,6.49,42309662,NA,Asia,South-Eastern Asia
Yemen,1969,230,40.71,7.51,6047230,NA,Asia,Western Asia
Armenia,1970,NA,71.47,3.21,2518408,NA,Asia,Western Asia
Azerbaijan,1970,NA,65.48,4.61,5178160,NA,Asia,Western Asia
Bahrain,1970,57.2,63.1,6.5,213102,NA,Asia,Western Asia
Bangladesh,1970,149.5,46.31,6.95,65048701,18877509042,Asia,Southern Asia
Bhutan,1970,181.2,42.31,6.67,291457,NA,Asia,Southern Asia
Brunei,1970,58,67.38,5.75,129729,NA,Asia,South-Eastern Asia
Cambodia,1970,NA,43.28,6.48,7022185,NA,Asia,South-Eastern Asia
China,1970,80.4,61,5.75,808510713,100071867825,Asia,Eastern Asia
Cyprus,1970,29,72.73,2.61,613619,NA,Asia,Western Asia
Georgia,1970,NA,67.24,2.6,4707327,4724719621,Asia,Western Asia
"Hong Kong, China",1970,NA,71.89,3.42,3958197,24091796597,Asia,Eastern Asia
India,1970,142.8,48.65,5.49,553943226,119767317248,Asia,Southern Asia
Indonesia,1970,113.1,52.71,5.47,114834781,27581801389,Asia,South-Eastern Asia
Iran,1970,150.8,52.43,6.44,28514011,41224753977,Asia,Southern Asia
Iraq,1970,81.5,56.61,7.36,9917982,NA,Asia,Western Asia
Israel,1970,24,70.96,3.82,2849623,28662263303,Asia,Western Asia
Japan,1970,13.4,72.05,2.1,103707537,1737431737253,Asia,Eastern Asia
Jordan,1970,65.7,61.15,7.93,1654769,NA,Asia,Western Asia
Kazakhstan,1970,NA,63.27,3.54,13109992,NA,Asia,Central Asia
South Korea,1970,41.4,61.22,4.53,31437141,63643234642,Asia,Eastern Asia
Kuwait,1970,53.5,68.93,7.24,750184,NA,Asia,Western Asia
Kyrgyz Republic,1970,92.8,60.3,4.89,2964499,NA,Asia,Central Asia
Lao,1970,141.1,44.66,5.97,2686025,NA,Asia,South-Eastern Asia
Lebanon,1970,48.1,65.52,4.95,2297403,NA,Asia,Western Asia
"Macao, China",1970,NA,69.2,2.17,250997,NA,Asia,Eastern Asia
Malaysia,1970,43.5,65.08,4.87,10908634,12428892426,Asia,South-Eastern Asia
Maldives,1970,174,47.37,7.23,115703,NA,Asia,Southern Asia
Mongolia,1970,NA,56.58,7.57,1278825,NA,Asia,Eastern Asia
Nepal,1970,178.6,44.43,5.97,11986974,1731067702,Asia,Southern Asia
Oman,1970,151.8,53.26,7.31,723850,3133194420,Asia,Western Asia
Pakistan,1970,141.1,54.06,6.6,58094239,17288181549,Asia,Southern Asia
Philippines,1970,55.4,62.26,6.26,35804731,29092600073,Asia,South-Eastern Asia
Qatar,1970,50.4,67.91,6.92,109329,NA,Asia,Western Asia
Saudi Arabia,1970,118,55.65,7.28,5836394,44074095962,Asia,Western Asia
Singapore,1970,22,67.4,3.19,2074071,9603756795,Asia,South-Eastern Asia
Sri Lanka,1970,53.6,64.69,4.34,12487493,4235134591,Asia,Southern Asia
Syria,1970,75.3,59.31,7.57,6378802,3678653011,Asia,Western Asia
Tajikistan,1970,108,61.55,6.88,2919586,NA,Asia,Central Asia
Thailand,1970,71.8,59.86,5.6,36884914,19204716561,Asia,South-Eastern Asia
Timor-Leste,1970,NA,45.56,5.92,602737,NA,Asia,South-Eastern Asia
Turkey,1970,126.2,54.59,5.56,34772031,75217752385,Asia,Western Asia
Turkmenistan,1970,NA,59.15,6.3,2188499,NA,Asia,Central Asia
United Arab Emirates,1970,70.9,61.08,6.61,235434,NA,Asia,Western Asia
Uzbekistan,1970,NA,63.54,6.49,11972994,NA,Asia,Central Asia
West Bank and Gaza,1970,NA,57.97,7.86,1124843,NA,Asia,Western Asia
Vietnam,1970,56.4,58.78,6.47,43407291,NA,Asia,South-Eastern Asia
Yemen,1970,221.1,41.55,7.54,6156234,NA,Asia,Western Asia
Armenia,1971,NA,71.79,3.12,2580894,NA,Asia,Western Asia
Azerbaijan,1971,NA,65.75,4.48,5287272,NA,Asia,Western Asia
Bahrain,1971,52.5,63.92,6.29,220808,NA,Asia,Western Asia
Bangladesh,1971,148.9,45.74,6.94,66417450,17843119136,Asia,Southern Asia
Bhutan,1971,176.2,43.23,6.67,301653,NA,Asia,Southern Asia
Brunei,1971,NA,67.79,5.77,135716,NA,Asia,South-Eastern Asia
Cambodia,1971,NA,41.67,6.34,7167716,NA,Asia,South-Eastern Asia
China,1971,76.8,62.04,5.4,829367784,107076898572,Asia,Eastern Asia
Cyprus,1971,NA,72.99,2.55,620860,NA,Asia,Western Asia
Georgia,1971,NA,67.54,2.59,4749544,4841464417,Asia,Western Asia
"Hong Kong, China",1971,NA,72.25,3.33,4005761,25876416574,Asia,Eastern Asia
India,1971,140.6,49.35,5.41,566605402,121735010893,Asia,Southern Asia
Indonesia,1971,109.9,53.4,5.41,117921994,29511800441,Asia,South-Eastern Asia
Iran,1971,126,53.28,6.36,29281130,46575433743,Asia,Southern Asia
Iraq,1971,78.1,57.21,7.31,10255904,NA,Asia,Western Asia
Israel,1971,NA,71.13,3.81,2936668,31879397099,Asia,Western Asia
Japan,1971,12.6,72.87,2.11,105142875,1819073516325,Asia,Eastern Asia
Jordan,1971,62.9,61.87,7.88,1739903,NA,Asia,Western Asia
Kazakhstan,1971,68.2,63.6,3.49,13325342,NA,Asia,Central Asia
South Korea,1971,37.3,62.02,4.41,32087884,68889189755,Asia,Eastern Asia
Kuwait,1971,50.6,69.46,7.12,807900,NA,Asia,Western Asia
Kyrgyz Republic,1971,91.8,60.61,4.82,3035474,NA,Asia,Central Asia
Lao,1971,139.6,44.91,5.98,2759634,NA,Asia,South-Eastern Asia
Lebanon,1971,47.6,65.75,4.84,2353569,NA,Asia,Western Asia
"Macao, China",1971,NA,69.56,1.98,253881,NA,Asia,Eastern Asia
Malaysia,1971,41.7,65.51,4.74,11182078,13143980655,Asia,South-Eastern Asia
Maldives,1971,167.1,48.25,7.2,119315,NA,Asia,Southern Asia
Mongolia,1971,NA,57.08,7.55,1317049,NA,Asia,Eastern Asia
Nepal,1971,174.6,44.91,5.96,12232454,1710374808,Asia,Southern Asia
Oman,1971,143.9,54.14,7.35,748971,3161337597,Asia,Western Asia
Pakistan,1971,138.3,54.6,6.6,59690467,17369154645,Asia,Southern Asia
Philippines,1971,54.9,62.54,6.15,36851055,30671930089,Asia,South-Eastern Asia
Qatar,1971,47.5,68.49,6.87,119246,NA,Asia,Western Asia
Saudi Arabia,1971,NA,56.82,7.29,6096106,52863669424,Asia,Western Asia
Singapore,1971,21,67.75,3.01,2112873,10761031619,Asia,South-Eastern Asia
Sri Lanka,1971,52.7,65.15,4.21,12749209,4290483612,Asia,Southern Asia
Syria,1971,71.7,60.08,7.57,6599366,4043428384,Asia,Western Asia
Tajikistan,1971,NA,61.9,6.87,3013956,NA,Asia,Central Asia
Thailand,1971,68.7,60.33,5.4,37964925,20144859060,Asia,South-Eastern Asia
Timor-Leste,1971,NA,45.8,5.75,618508,NA,Asia,South-Eastern Asia
Turkey,1971,122.8,55.27,5.48,35608079,79404894949,Asia,Western Asia
Turkmenistan,1971,NA,59.46,6.25,2252386,NA,Asia,Central Asia
United Arab Emirates,1971,65.1,61.78,6.51,275160,NA,Asia,Western Asia
Uzbekistan,1971,NA,63.86,6.42,12361237,NA,Asia,Central Asia
West Bank and Gaza,1971,NA,58.73,7.8,1144297,NA,Asia,Western Asia
Vietnam,1971,55.5,58.17,6.42,44485910,NA,Asia,South-Eastern Asia
Yemen,1971,212.5,42.4,7.59,6262934,NA,Asia,Western Asia
Armenia,1972,NA,72.02,3.03,2643464,NA,Asia,Western Asia
Azerbaijan,1972,NA,65.93,4.35,5393176,NA,Asia,Western Asia
Bahrain,1972,48.1,64.67,6.09,229588,NA,Asia,Western Asia
Bangladesh,1972,148.2,45.52,6.93,67578486,15349770078,Asia,Southern Asia
Bhutan,1972,171.2,44.2,6.68,312712,NA,Asia,Southern Asia
Brunei,1972,NA,68.19,5.76,141836,NA,Asia,South-Eastern Asia
Cambodia,1972,NA,39.73,6.17,7331162,NA,Asia,South-Eastern Asia
China,1972,73.3,61.36,4.92,849787991,111145820718,Asia,Eastern Asia
Cyprus,1972,NA,73.23,2.49,628000,NA,Asia,Western Asia
Georgia,1972,NA,67.85,2.58,4791480,4978810636,Asia,Western Asia
"Hong Kong, China",1972,NA,72.58,3.24,4068406,28723554183,Asia,Eastern Asia
India,1972,138.3,50.08,5.32,579800632,121061449480,Asia,Southern Asia
Indonesia,1972,106.7,54.09,5.34,121059511,31838126471,Asia,South-Eastern Asia
Iran,1972,120.7,54.24,6.29,30073845,54161809687,Asia,Southern Asia
Iraq,1972,74.9,57.77,7.23,10599846,NA,Asia,Western Asia
Israel,1972,NA,71.33,3.8,3033919,36234390201,Asia,Western Asia
Japan,1972,11.9,73.39,2.11,106616535,1972122126228,Asia,Eastern Asia
Jordan,1972,60.2,62.59,7.82,1811870,NA,Asia,Western Asia
Kazakhstan,1972,66.9,63.89,3.44,13540301,NA,Asia,Central Asia
South Korea,1972,33.3,62.73,4.27,32759447,71967189142,Asia,Eastern Asia
Kuwait,1972,47.9,69.97,6.98,866747,NA,Asia,Western Asia
Kyrgyz Republic,1972,90.8,60.88,4.72,3103694,NA,Asia,Central Asia
Lao,1972,138.2,45.16,5.99,2837967,NA,Asia,South-Eastern Asia
Lebanon,1972,47.2,65.98,4.73,2416743,NA,Asia,Western Asia
"Macao, China",1972,NA,69.91,1.82,254282,NA,Asia,Eastern Asia
Malaysia,1972,39.8,65.93,4.6,11460080,14377137703,Asia,South-Eastern Asia
Maldives,1972,159.7,49.12,7.16,123372,NA,Asia,Southern Asia
Mongolia,1972,NA,57.49,7.5,1356669,NA,Asia,Eastern Asia
Nepal,1972,170.9,45.41,5.95,12487785,1763700880,Asia,Southern Asia
Oman,1972,136.1,55.07,7.41,776379,3471946111,Asia,Western Asia
Pakistan,1972,135.7,55.12,6.61,61341255,17510436463,Asia,Southern Asia
Philippines,1972,54.7,62.77,6.04,37925400,32342566048,Asia,South-Eastern Asia
Qatar,1972,44.8,69.03,6.79,130377,NA,Asia,Western Asia
Saudi Arabia,1972,110.3,58.04,7.3,6382106,65283338516,Asia,Western Asia
Singapore,1972,19.6,68.12,2.84,2152603,12214093126,Asia,South-Eastern Asia
Sri Lanka,1972,51.9,65.56,4.08,13003394,4272872021,Asia,Southern Asia
Syria,1972,68.2,60.82,7.56,6828765,5055401755,Asia,Western Asia
Tajikistan,1972,116,62.23,6.81,3112041,NA,Asia,Central Asia
Thailand,1972,65.8,60.82,5.18,39061999,21006757943,Asia,South-Eastern Asia
Timor-Leste,1972,NA,45.51,5.54,636100,NA,Asia,South-Eastern Asia
Turkey,1972,119.3,55.96,5.38,36475356,85301334432,Asia,Western Asia
Turkmenistan,1972,NA,59.74,6.18,2318070,NA,Asia,Central Asia
United Arab Emirates,1972,59.6,62.45,6.4,324069,NA,Asia,Western Asia
Uzbekistan,1972,NA,64.14,6.34,12762439,NA,Asia,Central Asia
West Bank and Gaza,1972,NA,59.48,7.75,1180273,NA,Asia,Western Asia
Vietnam,1972,54.7,58,6.35,45549487,NA,Asia,South-Eastern Asia
Yemen,1972,204.3,43.28,7.67,6370599,NA,Asia,Western Asia
Armenia,1973,NA,72.19,2.94,2705584,NA,Asia,Western Asia
Azerbaijan,1973,NA,66.04,4.22,5496061,NA,Asia,Western Asia
Bahrain,1973,44.2,65.38,5.9,239860,NA,Asia,Western Asia
Bangladesh,1973,147.4,45.77,6.9,68658472,15860254341,Asia,Southern Asia
Bhutan,1973,166.4,45.18,6.69,324465,NA,Asia,Southern Asia
Brunei,1973,NA,68.58,5.69,148067,NA,Asia,South-Eastern Asia
Cambodia,1973,NA,37.58,5.99,7478147,NA,Asia,South-Eastern Asia
China,1973,69.7,60.97,4.51,869474823,119926340555,Asia,Eastern Asia
Cyprus,1973,NA,73.47,2.44,635109,NA,Asia,Western Asia
Georgia,1973,NA,68.17,2.56,4832510,5301575079,Asia,Western Asia
"Hong Kong, China",1973,NA,72.9,3.13,4147596,33720979270,Asia,Eastern Asia
India,1973,135.8,50.81,5.24,593451889,125051055134,Asia,Southern Asia
Indonesia,1973,103.6,54.75,5.25,124242299,34950673891,Asia,South-Eastern Asia
Iran,1973,115.9,55.24,6.24,30903565,57158920109,Asia,Southern Asia
Iraq,1973,71.9,58.31,7.15,10951169,NA,Asia,Western Asia
Israel,1973,NA,71.54,3.77,3137029,37445540316,Asia,Western Asia
Japan,1973,11.3,73.45,2.09,108085729,2130534807640,Asia,Eastern Asia
Jordan,1973,57.8,63.3,7.75,1873548,NA,Asia,Western Asia
Kazakhstan,1973,65.6,64.16,3.39,13751019,NA,Asia,Central Asia
South Korea,1973,29.5,63.34,4.09,33435268,80627951049,Asia,Eastern Asia
Kuwait,1973,45.3,70.46,6.81,926817,NA,Asia,Western Asia
Kyrgyz Republic,1973,90,61.14,4.62,3169771,NA,Asia,Central Asia
Lao,1973,136.8,45.39,6.01,2916148,NA,Asia,South-Eastern Asia
Lebanon,1973,46.6,66.18,4.63,2480426,NA,Asia,Western Asia
"Macao, China",1973,NA,70.26,1.68,252845,NA,Asia,Eastern Asia
Malaysia,1973,38,66.34,4.47,11741849,16061304719,Asia,South-Eastern Asia
Maldives,1973,152,49.98,7.1,127717,NA,Asia,Southern Asia
Mongolia,1973,NA,57.82,7.41,1397305,NA,Asia,Eastern Asia
Nepal,1973,167.2,45.92,5.93,12753028,1755296206,Asia,Southern Asia
Oman,1973,128.6,56.06,7.5,806989,2977122354,Asia,Western Asia
Pakistan,1973,133.4,55.64,6.61,63062204,18747419896,Asia,Southern Asia
Philippines,1973,54.5,62.95,5.93,39026082,35227732138,Asia,South-Eastern Asia
Qatar,1973,42.2,69.52,6.7,142111,NA,Asia,Western Asia
Saudi Arabia,1973,104.1,59.26,7.31,6697486,82007434858,Asia,Western Asia
Singapore,1973,17.8,68.5,2.65,2191924,13569873937,Asia,South-Eastern Asia
Sri Lanka,1973,51,65.97,3.97,13253063,4574425143,Asia,Southern Asia
Syria,1973,65,61.56,7.54,7066474,4623408750,Asia,Western Asia
Tajikistan,1973,112.8,62.53,6.71,3212446,NA,Asia,Central Asia
Thailand,1973,62.9,61.29,4.95,40164969,23157099913,Asia,South-Eastern Asia
Timor-Leste,1973,NA,44.71,5.3,652017,NA,Asia,South-Eastern Asia
Turkey,1973,115.9,56.65,5.26,37366922,88084149122,Asia,Western Asia
Turkmenistan,1973,NA,60.01,6.07,2385039,NA,Asia,Central Asia
United Arab Emirates,1973,54.7,63.09,6.28,382823,NA,Asia,Western Asia
Uzbekistan,1973,NA,64.4,6.24,13170848,NA,Asia,Central Asia
West Bank and Gaza,1973,NA,60.26,7.7,1227160,NA,Asia,Western Asia
Vietnam,1973,53.8,58.35,6.25,46604726,NA,Asia,South-Eastern Asia
Yemen,1973,196.7,44.17,7.78,6487853,NA,Asia,Western Asia
Armenia,1974,NA,72.28,2.85,2766495,NA,Asia,Western Asia
Azerbaijan,1974,NA,66.05,4.08,5596160,NA,Asia,Western Asia
Bahrain,1974,40.7,66.03,5.72,252139,NA,Asia,Western Asia
Bangladesh,1974,146.4,46.49,6.87,69837960,17381563007,Asia,Southern Asia
Bhutan,1974,161.6,46.2,6.69,336677,NA,Asia,Southern Asia
Brunei,1974,NA,68.95,5.56,154395,3547350293,Asia,South-Eastern Asia
Cambodia,1974,NA,34.94,5.8,7561583,NA,Asia,South-Eastern Asia
China,1974,66.2,60.63,4.15,888132761,122684646387,Asia,Eastern Asia
Cyprus,1974,NA,73.7,2.39,642335,NA,Asia,Western Asia
Georgia,1974,NA,68.47,2.54,4871634,5768553308,Asia,Western Asia
"Hong Kong, China",1974,NA,73.2,2.98,4243512,34451734607,Asia,Eastern Asia
India,1974,133.1,51.53,5.16,607446519,126533330634,Asia,Southern Asia
Indonesia,1974,100.6,55.41,5.15,127465232,37836507705,Asia,South-Eastern Asia
Iran,1974,110.9,56.24,6.21,31784896,62523079757,Asia,Southern Asia
Iraq,1974,68.9,58.81,7.07,11312304,NA,Asia,Western Asia
Israel,1974,25,71.78,3.72,3239561,40006912003,Asia,Western Asia
Japan,1974,10.6,73.88,2.05,109495053,2104430646638,Asia,Eastern Asia
Jordan,1974,55.5,63.98,7.68,1929939,NA,Asia,Western Asia
Kazakhstan,1974,64.5,64.4,3.32,13950987,NA,Asia,Central Asia
South Korea,1974,26,63.84,3.87,34091816,86418752518,Asia,Eastern Asia
Kuwait,1974,42.8,70.93,6.62,988267,NA,Asia,Western Asia
Kyrgyz Republic,1974,89.3,61.38,4.49,3234611,NA,Asia,Central Asia
Lao,1974,135.4,45.62,6.03,2987544,NA,Asia,South-Eastern Asia
Lebanon,1974,46.1,66.37,4.53,2535503,NA,Asia,Western Asia
"Macao, China",1974,NA,70.61,1.57,250550,NA,Asia,Eastern Asia
Malaysia,1974,36.1,66.73,4.34,12025930,17395939033,Asia,South-Eastern Asia
Maldives,1974,144.4,50.82,7.04,132122,NA,Asia,Southern Asia
Mongolia,1974,NA,58.06,7.29,1438423,NA,Asia,Eastern Asia
Nepal,1974,163.6,46.47,5.91,13028248,1866469477,Asia,Southern Asia
Oman,1974,121.2,57.11,7.62,841947,3319455844,Asia,Western Asia
Pakistan,1974,131.2,56.16,6.61,64873705,19411114501,Asia,Southern Asia
Philippines,1974,54.4,63.1,5.82,40149959,36481175386,Asia,South-Eastern Asia
Qatar,1974,39.9,69.98,6.6,153593,NA,Asia,Western Asia
Saudi Arabia,1974,98.5,60.48,7.31,7045477,104553438731,Asia,Western Asia
Singapore,1974,16,68.88,2.46,2228896,14449518821,Asia,South-Eastern Asia
Sri Lanka,1974,50,66.36,3.87,13502870,4750350421,Asia,Southern Asia
Syria,1974,62,62.26,7.51,7311685,5738909210,Asia,Western Asia
Tajikistan,1974,109.4,62.81,6.57,3313144,NA,Asia,Central Asia
Thailand,1974,60.2,61.77,4.72,41259539,24191357185,Asia,South-Eastern Asia
Timor-Leste,1974,NA,43.49,5.04,661528,NA,Asia,South-Eastern Asia
Turkey,1974,112.4,57.36,5.14,38272701,93011994443,Asia,Western Asia
Turkmenistan,1974,NA,60.25,5.94,2452528,NA,Asia,Central Asia
United Arab Emirates,1974,50.2,63.7,6.15,451948,NA,Asia,Western Asia
Uzbekistan,1974,NA,64.64,6.12,13578783,NA,Asia,Central Asia
West Bank and Gaza,1974,NA,61.03,7.65,1276368,NA,Asia,Western Asia
Vietnam,1974,52.8,59.23,6.13,47661770,NA,Asia,South-Eastern Asia
Yemen,1974,189,45.1,7.92,6626208,NA,Asia,Western Asia
Armenia,1975,NA,72.33,2.75,2825650,NA,Asia,Western Asia
Azerbaijan,1975,NA,66.02,3.95,5693796,NA,Asia,Western Asia
Bahrain,1975,37.7,66.63,5.56,266686,NA,Asia,Western Asia
Bangladesh,1975,145.2,47.58,6.82,71247153,16670967499,Asia,Southern Asia
Bhutan,1975,157.1,47.21,6.69,349146,NA,Asia,Southern Asia
